ASN,Org,Prefix,Center_IP,PTR_Hostname,Status,Country,Region,City,Latitude,Longitude,Message
4780,SEEDNet,211.78.190.0/24,211.78.190.128,adsl-211-78-190-128.jr.sparqnet.net,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,211.78.191.0/24,211.78.191.128,adsl-211-78-191-128.jr.sparqnet.net,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,218.32.62.0/24,218.32.62.128,,success,Taiwan,New Taipei City,New Taipei City,25.0693,121.4626,
4780,SEEDNet,218.32.239.0/24,218.32.239.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.219.0/24,218.210.219.128,,success,Taiwan,Taipei City,Taipei,25.053,121.5259,
4780,SEEDNet,218.210.224.0/24,218.210.224.128,adsl-218-210-224-128.skh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.227.0/24,218.210.227.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.228.0/24,218.210.228.128,adsl-218-210-228-128.skh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.229.0/24,218.210.229.128,adsl-218-210-229-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.234.0/24,218.210.234.128,adsl-218-210-234-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.236.0/24,218.210.236.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.238.0/24,218.210.238.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.240.0/24,218.210.240.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.241.0/24,218.210.241.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.242.0/24,218.210.242.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.243.0/24,218.210.243.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.244.0/24,218.210.244.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.245.0/24,218.210.245.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.246.0/24,218.210.246.128,adsl-218-210-246-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.247.0/24,218.210.247.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.248.0/24,218.210.248.128,adsl-218-210-248-128.skh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.249.0/24,218.210.249.128,adsl-218-210-249-128.skh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.250.0/24,218.210.250.128,adsl-218-210-250-128.skh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.251.0/24,218.210.251.128,adsl-218-210-251-128.skh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.252.0/24,218.210.252.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.254.0/24,218.210.254.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.210.255.0/24,218.210.255.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,218.211.26.0/24,218.211.26.128,pppoe-218-211-26-128.nh.sparqnet.net,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,218.211.35.0/24,218.211.35.128,ll-218-211-35-128.ll.sparqnet.net,success,Taiwan,Taipei City,Taipei,25.053,121.5259,
4780,SEEDNet,218.211.112.0/24,218.211.112.128,,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,218.211.127.0/24,218.211.127.128,,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,218.211.192.0/24,218.211.192.128,adsl-218-211-192-128.skh.sparqnet.net,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
4780,SEEDNet,218.211.193.0/24,218.211.193.128,adsl-218-211-193-128.skh.sparqnet.net,success,Taiwan,New Taipei City,Banqiao,25.0104,121.4684,
