asn,name,prefix,family,center_ip,geo_status,geo_message,country,region,city,lat,lon,isp,as,query
1659,TANet,140.128.48.0/23,ipv4,140.128.49.0,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-TCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.128.49.0
1659,TANet,140.128.50.0/24,ipv4,140.128.50.128,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-TCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.128.50.128
1659,TANet,140.128.96.0/19,ipv4,140.128.112.0,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-TCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.128.112.0
1659,TANet,140.128.128.0/21,ipv4,140.128.132.0,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-TCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.128.132.0
1659,TANet,140.128.191.0/24,ipv4,140.128.191.128,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-TCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.128.191.128
1659,TANet,140.128.192.0/21,ipv4,140.128.196.0,success,,Taiwan,Taichung City,Taichung,24.144,120.6844,T-TCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.128.196.0
1659,TANet,140.130.1.0/24,ipv4,140.130.1.128,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.1.128
1659,TANet,140.130.2.0/23,ipv4,140.130.3.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.3.0
1659,TANet,140.130.4.0/22,ipv4,140.130.6.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.6.0
1659,TANet,140.130.8.0/21,ipv4,140.130.12.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.12.0
1659,TANet,140.130.16.0/20,ipv4,140.130.24.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.24.0
1659,TANet,140.130.32.0/21,ipv4,140.130.36.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.36.0
1659,TANet,140.130.40.0/24,ipv4,140.130.40.128,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.40.128
1659,TANet,140.130.101.0/24,ipv4,140.130.101.128,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.101.128
1659,TANet,140.130.102.0/23,ipv4,140.130.103.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.103.0
1659,TANet,140.130.104.0/21,ipv4,140.130.108.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.108.0
1659,TANet,140.130.112.0/20,ipv4,140.130.120.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.120.0
1659,TANet,140.130.128.0/23,ipv4,140.130.129.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.129.0
1659,TANet,140.130.130.0/24,ipv4,140.130.130.128,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.130.128
1659,TANet,140.130.171.0/24,ipv4,140.130.171.128,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-YCRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,140.130.171.128
