id,timestamp,source_region,destination_ip,bgp_as_path,latency_ms,traceroute_result
1,"2025-09-13 03:02:14",local_mac,134.208.12.160,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",208.770019667489,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.150 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.14.25 → 220.128.11.46 → 211.22.226.4 → * → * → 134.208.12.160"
2,"2025-09-13 03:03:02",local_mac,103.153.176.111,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → NA → AS-FASTLINE Hong Da Storage Equipment Co., Ltd., TW",214.945763349533,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.150 → 10.159.67.177 → 210.65.126.194 → * → * → 220.128.2.113 → 220.128.1.125 → 203.75.230.117 → 103.123.252.13 → 113.21.85.137 → * → 103.51.91.6 → 103.153.176.111"
3,"2025-09-13 03:03:54",local_mac,103.167.250.30,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → SDCL-AS-AP Sky Digital Co., Ltd., TW → ITLAB-AS-AP Internet Technology Laboratory, TW",42.1325038461124,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.150 → 10.159.67.178 → 210.65.126.198 → * → * → * → 220.128.1.181 → 210.242.214.125 → * → * → * → 103.246.218.58 → * → 103.167.250.30"
4,"2025-09-13 03:04:25",local_mac,103.153.176.111,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → NA → AS-FASTLINE Hong Da Storage Equipment Co., Ltd., TW",40.2083992958069,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.150 → 10.159.67.177 → 210.65.126.194 → * → * → 220.128.2.113 → 220.128.1.125 → 203.75.230.117 → 103.123.252.13 → 113.21.85.137 → * → 103.51.91.6 → 103.153.176.111"
5,"2025-09-13 03:05:10",local_mac,103.137.22.224,"Private → HINET Data Communication Business Group, TW → NA → SDCL-AS-AP Sky Digital Co., Ltd., TW",58.8104248046875,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.150 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.3.93 → 220.128.2.185 → * → * → * → * → 103.137.22.224"
6,"2025-09-13 03:06:04",local_mac,103.147.22.54,"Private → HINET Data Communication Business Group, TW → NA → HURRICANE, US → NA → TWDS-AS-TW Taiwan Digital Streaming Co., TW",81.9385332219741,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.150 → 10.159.67.178 → 210.65.126.198 → * → * → * → * → 220.128.6.50 → 184.104.194.90 → * → 184.104.188.98 → * → 103.158.187.11 → 103.147.22.54"
7,"2025-09-13 03:06:51",local_mac,160.30.99.50,"Private → HINET Data Communication Business Group, TW → NA → LAZCO LAZCO STUDIO LTD, GB",30.1033496856689,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.150 → 10.159.67.177 → 210.65.126.194 → * → * → * → 220.128.2.185 → * → * → * → * → 160.30.99.50"
8,"2025-09-13 03:07:31",local_mac,63.222.40.114,"Private → HINET Data Communication Business Group, TW → NA → CONSOLE-CONNECT-ASN, US",63.3948766268217,"172.20.10.1 → 10.159.65.141 → 10.159.65.81 → 10.159.67.150 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.13.221 → 220.128.6.145 → 63.218.56.101 → 63.223.9.90 → 63.222.40.114"
9,"2025-09-13 03:08:19",local_mac,160.30.98.28,"Private → HINET Data Communication Business Group, TW → NA → CONSOLE-CONNECT-ASN, US → AS-SIMPLE Simple Information, Inc., TW",51.3035456339518,"172.20.10.1 → 10.159.65.141 → 10.159.65.85 → 10.159.67.150 → 10.159.67.178 → 210.65.126.198 → * → * → 220.128.13.25 → 220.128.6.153 → 63.218.56.101 → 63.223.9.70 → 63.222.113.55 → * → 160.30.98.28"
10,"2025-09-13 04:19:49",local_mac,134.208.12.160,"Private → HINET Data Communication Business Group, TW → NA → HINET Data Communication Business Group, TW → ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",10.6310447057088,"172.16.193.250 → 168.95.98.254 → 168.95.128.50 → * → * → * → 220.128.14.25 → 220.128.11.46 → 211.22.226.4 → * → * → 134.208.12.160"
